date,time,lon,lat,input
20160126,164500,128.5542285,38.13219246,2016012616
20160317,121500,128.7993514,37.73448291,2016031712
20160317,134200,127.2375796,38.23577375,2016031713
20160306,152800,128.7331696,37.27460927,2016030615
20160205,135400,127.5059635,38.07736919,2016020513
20160304,171900,127.3512,38.18996392,2016030417
20160210,132600,127.8880666,37.96196301,2016021013
20160315,170700,127.6070211,38.19844894,2016031517
20160204,133500,127.8400299,37.88696572,2016020413
20160324,125800,128.0251171,37.40293507,2016032412
20160323,162200,127.9136471,37.44641265,2016032316
20160226,143000,127.78134,37.8375589,2016022614
20160304,133200,127.8880666,37.96196301,2016030413
20160223,174100,127.5059635,38.07736919,2016022317
20160316,170500,128.5029545,38.33398151,2016031617
20160318,133900,127.7889389,37.77523015,2016031813
20160316,131300,128.0796698,37.46878959,2016031613
20160327,113500,127.5059635,38.07736919,2016032711
20160401,163900,127.9927186,37.49851935,2016040116
20160328,125500,127.3959937,38.26526791,2016032812
20160328,182100,128.118686,37.24867646,2016032818
20160406,151400,127.7893284,37.20977323,2016040615
20160401,215800,128.0482851,38.09544473,2016040121
20160429,135300,128.1267544,38.27724553,2016042913
20160329,105700,127.3959937,38.26526791,2016032910
20160518,115700,128.376151,38.52504419,2016051811
20160329,135400,127.2375796,38.23577375,2016032913
20160331,091300,127.6669944,38.07868437,2016033109
20160402,045300,128.0482851,38.09544473,2016040204
20160406,191200,128.0003831,37.65965798,2016040619
20160605,192900,128.5029545,38.33398151,2016060519
20160331,124300,127.5059635,38.07736919,2016033112
20160823,161000,127.8846944,37.19802507,2016082316
20160401,111400,128.5651808,37.63916937,2016040111
20160430,190200,128.6874136,37.82858337,2016043019
20160402,123600,128.0482851,38.09544473,2016040212
20170114,214400,128.7194524,38.01529505,2017011421
20160409,153200,128.5029545,38.33398151,2016040915
20160401,124300,128.0482851,38.09544473,2016040112
20170310,211300,127.8144917,37.64088876,2017031021
20160401,141000,127.1608193,38.25869356,2016040114
20160402,140000,127.6317385,37.66709005,2016040214
20160518,130300,128.5542285,38.13219246,2016051813
20170314,123000,127.5484898,38.17936698,2017031412
20170322,163800,128.1416315,38.07785672,2017032216
20160402,152400,128.6308951,37.09668789,2016040215
20160502,110500,127.9136471,37.44641265,2016050211
20160411,125100,127.7322298,37.96757495,2016041112
20160606,123400,128.6874136,37.82858337,2016060612
20170410,121700,128.4804395,37.55738771,2017041012
20170423,152700,128.5045017,38.16083164,2017042315
20160402,163600,128.0482851,38.09544473,2016040216
20160920,140200,127.6641808,38.01993609,2016092014
20170501,125200,128.0482851,38.09544473,2017050112
20160520,150700,128.0251171,37.40293507,2016052015
20160414,133600,127.1608193,38.25869356,2016041413
20170503,202700,128.7455897,37.11781285,2017050320
20160402,185700,128.3162928,37.45624361,2016040218
20160506,031200,129.1582369,37.47108274,2016050603
20170116,133900,128.4588916,38.08456285,2017011613
20170507,191400,127.8887285,37.98566448,2017050719
20170520,151800,127.501427,38.02936728,2017052015
20160416,151100,129.0690236,37.40796204,2016041615
20160404,175000,127.6669944,38.07868437,2016040417
20160606,141100,128.10486,37.99815309,2016060614
20170311,114300,127.6794394,37.92125169,2017031111
20170604,105500,128.2266241,38.04107805,2017060410
20160406,051900,127.6669944,38.07868437,2016040605
20171111,142200,128.5045017,38.16083164,2017111114
20160507,164700,128.9186066,37.33390467,2016050716
20160521,150400,127.6993345,37.80582687,2016052115
20170314,150400,127.5793791,37.68562307,2017031415
20160424,011100,128.1267544,38.27724553,2016042401
20171202,210400,127.8067106,37.22402444,2017120221
20161023,130100,128.0362822,37.86430712,2016102313
20180201,134900,128.2438141,37.73821838,2018020113
20170322,175000,127.517635,38.07734446,2017032217
20180219,145800,127.7759807,37.25831688,2018021914
20160512,172400,129.2299217,37.32299432,2016051217
20160424,095300,129.2830427,37.17919791,2016042409
20160608,153300,127.7911419,38.18534754,2016060815
20170212,120700,127.9130415,37.53746217,2017021212
20180409,143600,129.3364503,37.21035807,2018040914
20170410,142000,128.128876,38.25656095,2017041014
20160521,195400,127.9487435,38.10688467,2016052119
20180421,163500,127.6490717,37.86876806,2018042116
20180622,144100,128.0482851,38.09544473,2018062214
20170424,135500,128.8424757,37.85220915,2017042413
20160425,130500,127.7911419,38.18534754,2016042513
20170311,132600,127.6826134,37.75370972,2017031113
20180805,163400,128.0003831,37.65965798,2018080516
20160514,123900,128.6493289,37.24418586,2016051412
20161114,123300,128.9186066,37.33390467,2016111412
20181127,095800,129.0427142,37.66869048,2018112709
20170501,144000,128.4623358,38.33768727,2017050114
20190122,115800,129.0615687,37.14641552,2019012211
20160427,231900,127.5059635,38.07736919,2016042723
20160522,142600,128.293337,37.88162005,2016052214
20160610,125300,128.0984613,37.81415065,2016061012
